shift_key,date_key,store_key,employee_key,shift_type,scheduled_hours,actual_hours,labor_cost,is_overtime
60304,20241124,13,185,Morning,8.5,9.4,529.31,1
60305,20241125,13,185,Morning,8.5,9.4,529.31,1
60306,20241126,13,185,Morning,8.5,8.3,467.37,0
60307,20241127,13,185,Morning,8.5,8.8,495.53,1
60308,20241128,13,185,Morning,8.5,8.0,450.48,0
60309,20241201,13,185,Morning,8.5,8.8,495.53,1
60310,20241202,13,185,Morning,8.5,8.0,450.48,0
60311,20241203,13,185,Morning,8.5,8.0,450.48,0
60312,20241204,13,185,Morning,8.5,9.0,506.79,1
60313,20241205,13,185,Morning,8.5,8.9,501.16,1
60314,20241206,13,185,Morning,5.0,5.5,309.71,1
60315,20241208,13,185,Morning,8.5,8.8,495.53,1
60316,20241209,13,185,Morning,8.5,9.4,529.31,1
60317,20241210,13,185,Morning,8.5,9.0,506.79,1
60318,20241211,13,185,Morning,8.5,8.9,501.16,1
60319,20241212,13,185,Morning,8.5,8.7,489.90,0
60320,20241213,13,185,Morning,5.0,4.6,259.03,0
60321,20241215,13,185,Morning,8.5,8.2,461.74,0
60322,20241216,13,185,Morning,8.5,9.2,518.05,1
60323,20241217,13,185,Morning,8.5,8.7,489.90,0
60324,20241218,13,185,Morning,8.5,9.3,523.68,1
60325,20241219,13,185,Morning,8.5,8.2,461.74,0
60326,20241220,13,185,Morning,5.0,4.5,253.40,0
60327,20241222,13,185,Morning,8.5,8.7,489.90,0
60328,20241223,13,185,Morning,8.5,9.0,506.79,1
60329,20241224,13,185,Morning,8.5,8.5,478.64,0
60330,20241225,13,185,Morning,8.5,8.2,461.74,0
60331,20241227,13,185,Morning,5.0,5.0,281.55,0
60332,20241229,13,185,Morning,8.5,8.3,467.37,0
60333,20241230,13,185,Morning,8.5,9.0,506.79,1
60334,20241231,13,185,Morning,8.5,8.2,461.74,0
60335,20250101,13,185,Morning,8.5,8.9,501.16,1
60336,20250102,13,185,Morning,8.5,8.6,484.27,0
60337,20250103,13,185,Morning,5.0,4.5,253.40,0
60338,20250105,13,185,Morning,8.5,8.1,456.11,0
60339,20250106,13,185,Morning,8.5,9.0,506.79,1
60340,20250107,13,185,Morning,8.5,8.5,478.64,0
60341,20250108,13,185,Morning,8.5,9.4,529.31,1
60342,20250109,13,185,Morning,8.5,9.4,529.31,1
60343,20250112,13,185,Morning,8.5,9.5,534.95,1
60344,20250113,13,185,Morning,8.5,9.4,529.31,1
60345,20250114,13,185,Morning,8.5,8.4,473.00,0
60346,20250115,13,185,Morning,8.5,8.5,478.64,0
60347,20250116,13,185,Morning,8.5,9.2,518.05,1
60348,20250117,13,185,Morning,5.0,5.6,315.34,1
60349,20250119,13,185,Morning,8.5,8.8,495.53,1
60350,20250120,13,185,Morning,8.5,8.4,473.00,0
60351,20250121,13,185,Morning,8.5,8.4,473.00,0
60352,20250122,13,185,Morning,8.5,9.4,529.31,1
60353,20250123,13,185,Morning,8.5,8.0,450.48,0
60354,20250126,13,185,Morning,8.5,8.8,495.53,1
60355,20250127,13,185,Morning,8.5,8.1,456.11,0
60356,20250128,13,185,Morning,8.5,9.2,518.05,1
60357,20250129,13,185,Morning,8.5,8.6,484.27,0
60358,20250130,13,185,Morning,8.5,8.7,489.90,0
60359,20250131,13,185,Morning,5.0,5.2,292.81,0
60360,20250202,13,185,Morning,8.5,8.9,501.16,1
60361,20250203,13,185,Morning,8.5,9.3,523.68,1
60362,20250204,13,185,Morning,8.5,8.1,456.11,0
60363,20250205,13,185,Morning,8.5,9.3,523.68,1
60364,20250206,13,185,Morning,8.5,8.0,450.48,0
60365,20250209,13,185,Morning,8.5,8.9,501.16,1
60366,20250210,13,185,Morning,8.5,8.0,450.48,0
60367,20250211,13,185,Morning,8.5,9.2,518.05,1
60368,20250212,13,185,Morning,8.5,8.4,473.00,0
60369,20250213,13,185,Morning,8.5,9.3,523.68,1
60370,20250216,13,185,Morning,8.5,8.9,501.16,1
60371,20250217,13,185,Morning,8.5,9.0,506.79,1
60372,20250218,13,185,Morning,8.5,9.0,506.79,1
60373,20250219,13,185,Morning,8.5,8.5,478.64,0
60374,20250220,13,185,Morning,8.5,8.6,484.27,0
60375,20250221,13,185,Morning,5.0,4.9,275.92,0
60376,20250223,13,185,Morning,8.5,8.7,489.90,0
60377,20250224,13,185,Morning,8.5,9.4,529.31,1
60378,20250225,13,185,Morning,8.5,9.3,523.68,1
60379,20250226,13,185,Morning,8.5,9.2,518.05,1
60380,20250227,13,185,Morning,8.5,9.1,512.42,1
60381,20250302,13,185,Morning,8.5,8.7,489.90,0
60382,20250303,13,185,Morning,8.5,8.1,456.11,0
60383,20250304,13,185,Morning,8.5,8.4,473.00,0
60384,20250305,13,185,Morning,8.5,9.5,534.95,1
60385,20250306,13,185,Morning,8.5,8.1,456.11,0
60386,20250309,13,185,Morning,8.5,8.1,456.11,0
60387,20250310,13,185,Morning,8.5,9.2,518.05,1
60388,20250311,13,185,Morning,8.5,9.1,512.42,1
60389,20250312,13,185,Morning,8.5,9.3,523.68,1
60390,20250313,13,185,Morning,8.5,8.4,473.00,0
60391,20250316,13,185,Morning,8.5,8.2,461.74,0
60392,20250317,13,185,Morning,8.5,9.2,518.05,1
60393,20250318,13,185,Morning,8.5,9.2,518.05,1
60394,20250319,13,185,Morning,8.5,9.5,534.95,1
60395,20250320,13,185,Morning,8.5,9.4,529.31,1
60396,20250323,13,185,Morning,8.5,8.0,450.48,0
60397,20250324,13,185,Morning,8.5,9.5,534.95,1
60398,20250325,13,185,Morning,8.5,8.6,484.27,0
60399,20250326,13,185,Morning,8.5,9.3,523.68,1
60400,20250327,13,185,Morning,8.5,9.5,534.95,1
60401,20250328,13,185,Morning,5.0,4.9,275.92,0
60402,20250330,13,185,Morning,8.5,9.4,529.31,1
60403,20250331,13,185,Morning,8.5,8.9,501.16,1
60404,20250401,13,185,Morning,8.5,8.1,456.11,0
60405,20250402,13,185,Morning,8.5,9.4,529.31,1
60406,20250403,13,185,Morning,8.5,8.6,484.27,0
60407,20250406,13,185,Morning,8.5,9.1,512.42,1
60408,20250407,13,185,Morning,8.5,8.7,489.90,0
60409,20250408,13,185,Morning,8.5,8.6,484.27,0
60410,20250409,13,185,Morning,8.5,8.6,484.27,0
60411,20250410,13,185,Morning,8.5,8.6,484.27,0
60412,20250411,13,185,Morning,5.0,5.0,281.55,0
60413,20250414,13,185,Morning,8.5,8.1,456.11,0
60414,20250415,13,185,Morning,8.5,8.4,473.00,0
60415,20250416,13,185,Morning,8.5,8.1,456.11,0
60416,20250417,13,185,Morning,8.5,9.1,512.42,1
60417,20250420,13,185,Morning,8.5,8.2,461.74,0
60418,20250421,13,185,Morning,8.5,8.0,450.48,0
60419,20250422,13,185,Morning,8.5,8.9,501.16,1
60420,20250423,13,185,Morning,8.5,9.5,534.95,1
60421,20250424,13,185,Morning,8.5,8.2,461.74,0
60422,20250425,13,185,Morning,5.0,5.9,332.23,1
60423,20250427,13,185,Morning,8.5,8.6,484.27,0
60424,20250428,13,185,Morning,8.5,8.5,478.64,0
60425,20250429,13,185,Morning,8.5,8.2,461.74,0
60426,20250430,13,185,Morning,8.5,8.2,461.74,0
60427,20250504,13,185,Morning,8.5,9.0,506.79,1
60428,20250505,13,185,Morning,8.5,9.3,523.68,1
60429,20250506,13,185,Morning,8.5,8.0,450.48,0
60430,20250507,13,185,Morning,8.5,8.1,456.11,0
60431,20250508,13,185,Morning,8.5,8.5,478.64,0
60432,20250509,13,185,Morning,5.0,4.7,264.66,0
60433,20250511,13,185,Morning,8.5,8.2,461.74,0
60434,20250512,13,185,Morning,8.5,8.3,467.37,0
60435,20250513,13,185,Morning,8.5,9.3,523.68,1
60436,20250514,13,185,Morning,8.5,9.0,506.79,1
60437,20250515,13,185,Morning,8.5,9.1,512.42,1
60438,20250518,13,185,Morning,8.5,8.7,489.90,0
60439,20250519,13,185,Morning,8.5,8.0,450.48,0
60440,20250520,13,185,Morning,8.5,8.7,489.90,0
60441,20250521,13,185,Morning,8.5,8.9,501.16,1
60442,20250522,13,185,Morning,8.5,8.0,450.48,0
60443,20250525,13,185,Morning,8.5,8.0,450.48,0
60444,20250526,13,185,Morning,8.5,9.2,518.05,1
60445,20250527,13,185,Morning,8.5,9.2,518.05,1
60446,20250528,13,185,Morning,8.5,9.4,529.31,1
60447,20250529,13,185,Morning,8.5,8.6,484.27,0
60448,20250530,13,185,Morning,5.0,5.7,320.97,1
60449,20250601,13,185,Morning,8.5,8.4,473.00,0
60450,20250603,13,185,Morning,8.5,8.1,456.11,0
60451,20250604,13,185,Morning,8.5,9.3,523.68,1
60452,20250605,13,185,Morning,8.5,8.4,473.00,0
60453,20250608,13,185,Morning,8.5,8.6,484.27,0
60454,20250609,13,185,Morning,8.5,9.4,529.31,1
60455,20250610,13,185,Morning,8.5,8.8,495.53,1
60456,20250611,13,185,Morning,8.5,8.1,456.11,0
60457,20250612,13,185,Morning,8.5,8.9,501.16,1
60458,20250613,13,185,Morning,5.0,5.7,320.97,1
60459,20250615,13,185,Morning,8.5,9.3,523.68,1
60460,20250616,13,185,Morning,8.5,9.4,529.31,1
60461,20250617,13,185,Morning,8.5,8.9,501.16,1
60462,20250618,13,185,Morning,8.5,8.2,461.74,0
60463,20250619,13,185,Morning,8.5,8.8,495.53,1
60464,20250620,13,185,Morning,5.0,4.9,275.92,0
60465,20250622,13,185,Morning,8.5,9.3,523.68,1
60466,20250623,13,185,Morning,8.5,8.3,467.37,0
60467,20250624,13,185,Morning,8.5,9.4,529.31,1
60468,20250625,13,185,Morning,8.5,8.1,456.11,0
60469,20250626,13,185,Morning,8.5,9.0,506.79,1
60470,20250627,13,185,Morning,5.0,4.5,253.40,0
60471,20250629,13,185,Morning,8.5,8.2,461.74,0
60472,20250630,13,185,Morning,8.5,9.4,529.31,1
60473,20250701,13,185,Morning,8.5,9.3,523.68,1
60474,20250702,13,185,Morning,8.5,8.2,461.74,0
60475,20250703,13,185,Morning,8.5,9.5,534.95,1
60476,20250704,13,185,Morning,5.0,5.6,315.34,1
60477,20250706,13,185,Morning,8.5,8.5,478.64,0
60478,20250707,13,185,Morning,8.5,9.0,506.79,1
60479,20250708,13,185,Morning,8.5,9.1,512.42,1
60480,20250709,13,185,Morning,8.5,8.0,450.48,0
60481,20250710,13,185,Morning,8.5,8.0,450.48,0
60482,20250711,13,185,Morning,5.0,4.6,259.03,0
60483,20250713,13,185,Morning,8.5,9.4,529.31,1
60484,20250714,13,185,Morning,8.5,9.2,518.05,1
60485,20250715,13,185,Morning,8.5,9.0,506.79,1
60486,20250716,13,185,Morning,8.5,9.1,512.42,1
60487,20250717,13,185,Morning,8.5,8.1,456.11,0
60488,20250720,13,185,Morning,8.5,8.6,484.27,0
60489,20250721,13,185,Morning,8.5,9.5,534.95,1
60490,20250722,13,185,Morning,8.5,8.8,495.53,1
60491,20250723,13,185,Morning,8.5,8.8,495.53,1
60492,20250724,13,185,Morning,8.5,8.4,473.00,0
60493,20250727,13,185,Morning,8.5,8.7,489.90,0
60494,20250728,13,185,Morning,8.5,9.1,512.42,1
60495,20250729,13,185,Morning,8.5,8.2,461.74,0
60496,20250730,13,185,Morning,8.5,9.4,529.31,1
60497,20250731,13,185,Morning,8.5,8.8,495.53,1
60498,20250803,13,185,Morning,8.5,9.5,534.95,1
60499,20250804,13,185,Morning,8.5,9.0,506.79,1
60500,20250805,13,185,Morning,8.5,8.6,484.27,0
60501,20250806,13,185,Morning,8.5,9.3,523.68,1
60502,20250807,13,185,Morning,8.5,8.4,473.00,0
60503,20250810,13,185,Morning,8.5,8.8,495.53,1
60504,20250811,13,185,Morning,8.5,9.3,523.68,1
60505,20250812,13,185,Morning,8.5,9.5,534.95,1
60506,20250813,13,185,Morning,8.5,8.9,501.16,1
60507,20250814,13,185,Morning,8.5,9.1,512.42,1
60508,20250815,13,185,Morning,5.0,5.4,304.07,1
60509,20250817,13,185,Morning,8.5,8.6,484.27,0
60510,20250818,13,185,Morning,8.5,8.5,478.64,0
60511,20250819,13,185,Morning,8.5,8.7,489.90,0
60512,20250820,13,185,Morning,8.5,8.3,467.37,0
60513,20250821,13,185,Morning,8.5,8.6,484.27,0
60514,20250824,13,185,Morning,8.5,8.8,495.53,1
60515,20250825,13,185,Morning,8.5,8.7,489.90,0
60516,20250826,13,185,Morning,8.5,9.5,534.95,1
60517,20250827,13,185,Morning,8.5,8.7,489.90,0
60518,20250828,13,185,Morning,8.5,9.2,518.05,1
60519,20250831,13,185,Morning,8.5,8.7,489.90,0
60520,20250901,13,185,Morning,8.5,8.9,501.16,1
60521,20250902,13,185,Morning,8.5,8.5,478.64,0
60522,20250903,13,185,Morning,8.5,8.3,467.37,0
60523,20250904,13,185,Morning,8.5,9.0,506.79,1
60524,20250905,13,185,Morning,5.0,6.0,337.86,1
60525,20250907,13,185,Morning,8.5,8.4,473.00,0
60526,20250908,13,185,Morning,8.5,9.3,523.68,1
60527,20250909,13,185,Morning,8.5,8.3,467.37,0
60528,20250910,13,185,Morning,8.5,8.8,495.53,1
60529,20250911,13,185,Morning,8.5,8.8,495.53,1
60530,20250912,13,185,Morning,5.0,5.0,281.55,0
60531,20250914,13,185,Morning,8.5,9.4,529.31,1
60532,20250915,13,185,Morning,8.5,9.0,506.79,1
60533,20250916,13,185,Morning,8.5,8.2,461.74,0
60534,20250917,13,185,Morning,8.5,9.3,523.68,1
60535,20250918,13,185,Morning,8.5,9.1,512.42,1
60536,20250919,13,185,Morning,5.0,5.9,332.23,1
60537,20250921,13,185,Morning,8.5,9.2,518.05,1
60538,20250922,13,185,Morning,8.5,8.2,461.74,0
60539,20250925,13,185,Morning,8.5,8.4,473.00,0
60540,20250926,13,185,Morning,5.0,4.7,264.66,0
60541,20250928,13,185,Morning,8.5,8.7,489.90,0
60542,20250929,13,185,Morning,8.5,8.9,501.16,1
60543,20250930,13,185,Morning,8.5,8.0,450.48,0
60544,20251001,13,185,Morning,8.5,9.2,518.05,1
60545,20251005,13,185,Morning,8.5,9.3,523.68,1
60546,20251006,13,185,Morning,8.5,9.2,518.05,1
60547,20251008,13,185,Morning,8.5,8.7,489.90,0
60548,20251009,13,185,Morning,8.5,8.8,495.53,1
60549,20251010,13,185,Morning,5.0,4.9,275.92,0
60550,20251012,13,185,Morning,8.5,9.0,506.79,1
60551,20251013,13,185,Morning,8.5,8.7,489.90,0
60552,20251015,13,185,Morning,8.5,9.5,534.95,1
60553,20251016,13,185,Morning,8.5,8.6,484.27,0
60554,20251019,13,185,Morning,8.5,8.8,495.53,1
60555,20251020,13,185,Morning,8.5,8.8,495.53,1
60556,20251021,13,185,Morning,8.5,8.6,484.27,0
60557,20251022,13,185,Morning,8.5,8.2,461.74,0
60558,20251023,13,185,Morning,8.5,8.5,478.64,0
60559,20251026,13,185,Morning,8.5,8.8,495.53,1
60560,20251027,13,185,Morning,8.5,8.1,456.11,0
60561,20251028,13,185,Morning,8.5,8.2,461.74,0
60562,20251029,13,185,Morning,8.5,9.5,534.95,1
60563,20251030,13,185,Morning,8.5,7.9,444.85,0
60564,20251102,13,185,Morning,8.5,8.5,478.64,0
60565,20251103,13,185,Morning,8.5,8.5,478.64,0
60566,20251104,13,185,Morning,8.5,8.4,473.00,0
60567,20251105,13,185,Morning,8.5,8.9,501.16,1
60568,20251106,13,185,Morning,8.5,9.0,506.79,1
60569,20251109,13,185,Morning,8.5,9.5,534.95,1
60570,20251110,13,185,Morning,8.5,8.6,484.27,0
60571,20251111,13,185,Morning,8.5,9.4,529.31,1
60572,20251112,13,185,Morning,8.5,8.6,484.27,0
60573,20251113,13,185,Morning,8.5,9.2,518.05,1
60574,20251114,13,185,Morning,5.0,5.3,298.44,1
60575,20251116,13,185,Morning,8.5,8.9,501.16,1
60576,20251117,13,185,Morning,8.5,8.7,489.90,0
60577,20251118,13,185,Morning,8.5,9.3,523.68,1
60578,20251119,13,185,Morning,8.5,9.2,518.05,1
60579,20251120,13,185,Morning,8.5,8.6,484.27,0
60580,20251121,13,185,Morning,5.0,5.8,326.60,1
60581,20251123,13,185,Morning,8.5,9.5,534.95,1
60582,20251124,13,185,Morning,8.5,8.8,495.53,1
60583,20251125,13,185,Morning,8.5,8.6,484.27,0
60584,20251126,13,185,Morning,8.5,8.2,461.74,0
60585,20251127,13,185,Morning,8.5,8.3,467.37,0
60586,20251128,13,185,Morning,5.0,5.8,326.60,1
60587,20251130,13,185,Morning,8.5,8.7,489.90,0
60588,20251201,13,185,Morning,8.5,8.1,456.11,0
60589,20251202,13,185,Morning,8.5,8.0,450.48,0
60590,20251203,13,185,Morning,8.5,8.3,467.37,0
60591,20251204,13,185,Morning,8.5,8.1,456.11,0
60592,20251207,13,185,Morning,8.5,8.8,495.53,1
60593,20251208,13,185,Morning,8.5,9.1,512.42,1
60594,20251209,13,185,Morning,8.5,9.2,518.05,1
60595,20251210,13,185,Morning,8.5,9.3,523.68,1
60596,20251211,13,185,Morning,8.5,9.0,506.79,1
60597,20251214,13,185,Morning,8.5,8.7,489.90,0
60598,20251216,13,185,Morning,8.5,9.1,512.42,1
60599,20251217,13,185,Morning,8.5,8.0,450.48,0
60600,20251218,13,185,Morning,8.5,9.2,518.05,1
60601,20251221,13,185,Morning,8.5,8.6,484.27,0
60602,20251222,13,185,Morning,8.5,8.7,489.90,0
60603,20251223,13,185,Morning,8.5,8.2,461.74,0
60604,20251224,13,185,Morning,8.5,9.1,512.42,1
60605,20251225,13,185,Morning,8.5,9.1,512.42,1
60606,20251226,13,185,Morning,5.0,5.0,281.55,0
60607,20251228,13,185,Morning,8.5,8.4,473.00,0
60608,20251229,13,185,Morning,8.5,9.2,518.05,1
60609,20251230,13,185,Morning,8.5,8.5,478.64,0
60610,20251231,13,185,Morning,8.5,9.3,523.68,1
60611,20240101,13,186,Morning,8.5,8.7,328.60,0
60612,20240102,13,186,Morning,8.5,9.2,347.48,1
60613,20240103,13,186,Morning,8.5,8.4,317.27,0
60614,20240104,13,186,Morning,8.5,8.2,309.71,0
60615,20240105,13,186,Morning,5.0,4.6,173.74,0
60616,20240107,13,186,Morning,8.5,9.5,358.82,1
60617,20240108,13,186,Morning,8.5,9.2,347.48,1
60618,20240109,13,186,Morning,8.5,8.1,305.94,0
60619,20240110,13,186,Morning,8.5,9.5,358.82,1
60620,20240111,13,186,Morning,8.5,8.1,305.94,0
60621,20240112,13,186,Morning,5.0,5.9,222.84,1
60622,20240114,13,186,Morning,8.5,9.3,351.26,1
60623,20240115,13,186,Morning,8.5,8.6,324.82,0
60624,20240116,13,186,Morning,8.5,8.3,313.49,0
60625,20240117,13,186,Morning,8.5,9.5,358.82,1
60626,20240118,13,186,Morning,8.5,8.2,309.71,0
60627,20240121,13,186,Morning,8.5,9.1,343.71,1
60628,20240122,13,186,Morning,8.5,9.2,347.48,1
60629,20240123,13,186,Morning,8.5,8.0,302.16,0
60630,20240124,13,186,Morning,8.5,8.2,309.71,0
60631,20240125,13,186,Morning,8.5,8.6,324.82,0
60632,20240128,13,186,Morning,8.5,9.5,358.82,1
60633,20240129,13,186,Morning,8.5,9.2,347.48,1
60634,20240130,13,186,Morning,8.5,9.1,343.71,1
60635,20240131,13,186,Morning,8.5,8.6,324.82,0
60636,20240201,13,186,Morning,8.5,8.8,332.38,1
60637,20240204,13,186,Morning,8.5,9.0,339.93,1
60638,20240205,13,186,Morning,8.5,8.0,302.16,0
60639,20240206,13,186,Morning,8.5,8.9,336.15,1
60640,20240207,13,186,Morning,8.5,9.5,358.82,1
60641,20240208,13,186,Morning,8.5,8.4,317.27,0
60642,20240211,13,186,Morning,8.5,9.4,355.04,1
60643,20240212,13,186,Morning,8.5,9.4,355.04,1
60644,20240213,13,186,Morning,8.5,8.6,324.82,0
60645,20240214,13,186,Morning,8.5,9.4,355.04,1
60646,20240215,13,186,Morning,8.5,8.2,309.71,0
60647,20240216,13,186,Morning,5.0,4.5,169.97,0
60648,20240218,13,186,Morning,8.5,9.4,355.04,1
60649,20240219,13,186,Morning,8.5,8.0,302.16,0
60650,20240220,13,186,Morning,8.5,9.4,355.04,1
60651,20240221,13,186,Morning,8.5,8.6,324.82,0
60652,20240222,13,186,Morning,8.5,9.5,358.82,1
60653,20240225,13,186,Morning,8.5,9.5,358.82,1
60654,20240226,13,186,Morning,8.5,9.2,347.48,1
60655,20240227,13,186,Morning,8.5,9.5,358.82,1
60656,20240228,13,186,Morning,8.5,9.2,347.48,1
60657,20240229,13,186,Morning,8.5,9.0,339.93,1
60658,20240301,13,186,Morning,5.0,5.8,219.07,1
60659,20240303,13,186,Morning,8.5,8.4,317.27,0
60660,20240304,13,186,Morning,8.5,8.4,317.27,0
60661,20240305,13,186,Morning,8.5,9.5,358.82,1
60662,20240306,13,186,Morning,8.5,8.6,324.82,0
60663,20240307,13,186,Morning,8.5,8.7,328.60,0
60664,20240308,13,186,Morning,5.0,5.6,211.51,1
60665,20240310,13,186,Morning,8.5,7.9,298.38,0
60666,20240311,13,186,Morning,8.5,8.6,324.82,0
60667,20240312,13,186,Morning,8.5,8.1,305.94,0
60668,20240313,13,186,Morning,8.5,9.2,347.48,1
60669,20240314,13,186,Morning,8.5,8.2,309.71,0
60670,20240317,13,186,Morning,8.5,8.4,317.27,0
60671,20240318,13,186,Morning,8.5,8.8,332.38,1
60672,20240319,13,186,Morning,8.5,9.5,358.82,1
60673,20240320,13,186,Morning,8.5,8.5,321.05,0
60674,20240321,13,186,Morning,8.5,9.3,351.26,1
60675,20240322,13,186,Morning,5.0,5.2,196.40,0
60676,20240325,13,186,Morning,8.5,8.3,313.49,0
60677,20240326,13,186,Morning,8.5,8.9,336.15,1
60678,20240327,13,186,Morning,8.5,8.4,317.27,0
60679,20240328,13,186,Morning,8.5,8.8,332.38,1
60680,20240329,13,186,Morning,5.0,5.9,222.84,1
60681,20240331,13,186,Morning,8.5,8.1,305.94,0
60682,20240401,13,186,Morning,8.5,9.3,351.26,1
60683,20240402,13,186,Morning,8.5,8.9,336.15,1
60684,20240403,13,186,Morning,8.5,9.5,358.82,1
60685,20240404,13,186,Morning,8.5,8.0,302.16,0
60686,20240405,13,186,Morning,5.0,4.5,169.97,0
60687,20240407,13,186,Morning,8.5,8.9,336.15,1
60688,20240408,13,186,Morning,8.5,9.3,351.26,1
60689,20240409,13,186,Morning,8.5,8.1,305.94,0
60690,20240410,13,186,Morning,8.5,9.2,347.48,1
60691,20240411,13,186,Morning,8.5,9.3,351.26,1
60692,20240412,13,186,Morning,5.0,5.7,215.29,1
60693,20240414,13,186,Morning,8.5,8.8,332.38,1
60694,20240415,13,186,Morning,8.5,8.4,317.27,0
60695,20240416,13,186,Morning,8.5,8.0,302.16,0
60696,20240417,13,186,Morning,8.5,8.7,328.60,0
60697,20240418,13,186,Morning,8.5,9.0,339.93,1
60698,20240419,13,186,Morning,5.0,4.7,177.52,0
60699,20240421,13,186,Morning,8.5,9.0,339.93,1
60700,20240422,13,186,Morning,8.5,8.4,317.27,0
60701,20240424,13,186,Morning,8.5,9.5,358.82,1
60702,20240425,13,186,Morning,8.5,8.8,332.38,1
60703,20240426,13,186,Morning,5.0,4.6,173.74,0
60704,20240428,13,186,Morning,8.5,9.0,339.93,1
60705,20240430,13,186,Morning,8.5,8.7,328.60,0
60706,20240501,13,186,Morning,8.5,8.3,313.49,0
60707,20240502,13,186,Morning,8.5,9.0,339.93,1
60708,20240503,13,186,Morning,5.0,5.9,222.84,1
60709,20240505,13,186,Morning,8.5,8.8,332.38,1
60710,20240506,13,186,Morning,8.5,8.0,302.16,0
60711,20240507,13,186,Morning,8.5,9.3,351.26,1
60712,20240508,13,186,Morning,8.5,8.1,305.94,0
60713,20240509,13,186,Morning,8.5,9.5,358.82,1
60714,20240510,13,186,Morning,5.0,5.0,188.85,0
60715,20240512,13,186,Morning,8.5,8.5,321.05,0
60716,20240513,13,186,Morning,8.5,8.3,313.49,0
60717,20240515,13,186,Morning,8.5,8.7,328.60,0
60718,20240516,13,186,Morning,8.5,8.2,309.71,0
60719,20240519,13,186,Morning,8.5,9.1,343.71,1
60720,20240520,13,186,Morning,8.5,8.1,305.94,0
60721,20240521,13,186,Morning,8.5,9.3,351.26,1
60722,20240522,13,186,Morning,8.5,8.0,302.16,0
60723,20240523,13,186,Morning,8.5,9.0,339.93,1
60724,20240526,13,186,Morning,8.5,8.7,328.60,0
60725,20240527,13,186,Morning,8.5,9.4,355.04,1
60726,20240528,13,186,Morning,8.5,8.4,317.27,0
60727,20240529,13,186,Morning,8.5,9.0,339.93,1
60728,20240530,13,186,Morning,8.5,9.1,343.71,1
60729,20240531,13,186,Morning,5.0,5.0,188.85,0
60730,20240602,13,186,Morning,8.5,8.8,332.38,1
60731,20240603,13,186,Morning,8.5,8.7,328.60,0
60732,20240604,13,186,Morning,8.5,8.3,313.49,0
60733,20240605,13,186,Morning,8.5,8.5,321.05,0
60734,20240606,13,186,Morning,8.5,8.3,313.49,0
60735,20240607,13,186,Morning,5.0,6.0,226.62,1
60736,20240609,13,186,Morning,8.5,9.2,347.48,1
60737,20240610,13,186,Morning,8.5,8.3,313.49,0
60738,20240611,13,186,Morning,8.5,9.3,351.26,1
60739,20240613,13,186,Morning,8.5,9.5,358.82,1
60740,20240616,13,186,Morning,8.5,9.2,347.48,1
60741,20240617,13,186,Morning,8.5,8.7,328.60,0
60742,20240618,13,186,Morning,8.5,8.3,313.49,0
60743,20240619,13,186,Morning,8.5,8.0,302.16,0
60744,20240620,13,186,Morning,8.5,8.5,321.05,0
60745,20240621,13,186,Morning,5.0,5.3,200.18,1
60746,20240623,13,186,Morning,8.5,8.2,309.71,0
60747,20240624,13,186,Morning,8.5,9.1,343.71,1
60748,20240625,13,186,Morning,8.5,9.1,343.71,1
60749,20240626,13,186,Morning,8.5,8.4,317.27,0
60750,20240627,13,186,Morning,8.5,9.5,358.82,1
60751,20240628,13,186,Morning,5.0,5.3,200.18,1
60752,20240630,13,186,Morning,8.5,9.5,358.82,1
60753,20240701,13,186,Morning,8.5,8.4,317.27,0
60754,20240702,13,186,Morning,8.5,9.2,347.48,1
60755,20240703,13,186,Morning,8.5,8.2,309.71,0
60756,20240704,13,186,Morning,8.5,8.5,321.05,0
60757,20240707,13,186,Morning,8.5,8.5,321.05,0
60758,20240708,13,186,Morning,8.5,9.4,355.04,1
60759,20240709,13,186,Morning,8.5,8.5,321.05,0
60760,20240710,13,186,Morning,8.5,9.4,355.04,1
60761,20240711,13,186,Morning,8.5,9.1,343.71,1
60762,20240714,13,186,Morning,8.5,8.5,321.05,0
60763,20240715,13,186,Morning,8.5,8.0,302.16,0
60764,20240716,13,186,Morning,8.5,8.9,336.15,1
60765,20240717,13,186,Morning,8.5,9.4,355.04,1
60766,20240718,13,186,Morning,8.5,8.2,309.71,0
60767,20240721,13,186,Morning,8.5,8.5,321.05,0
60768,20240722,13,186,Morning,8.5,8.0,302.16,0
60769,20240723,13,186,Morning,8.5,9.1,343.71,1
60770,20240724,13,186,Morning,8.5,9.3,351.26,1
60771,20240725,13,186,Morning,8.5,8.6,324.82,0
60772,20240726,13,186,Morning,5.0,4.8,181.30,0
60773,20240728,13,186,Morning,8.5,8.1,305.94,0
60774,20240729,13,186,Morning,8.5,9.0,339.93,1
60775,20240730,13,186,Morning,8.5,9.1,343.71,1
60776,20240731,13,186,Morning,8.5,9.0,339.93,1
60777,20240801,13,186,Morning,8.5,9.0,339.93,1
60778,20240802,13,186,Morning,5.0,6.0,226.62,1
60779,20240804,13,186,Morning,8.5,8.2,309.71,0
60780,20240805,13,186,Morning,8.5,8.3,313.49,0
60781,20240806,13,186,Morning,8.5,8.8,332.38,1
60782,20240807,13,186,Morning,8.5,8.6,324.82,0
60783,20240808,13,186,Morning,8.5,9.3,351.26,1
60784,20240811,13,186,Morning,8.5,9.3,351.26,1
