date_key,cal_date,day,month,year,quarter,day_of_week,iso_dow,day_name,month_name,week_of_year,is_weekend,is_holiday,holiday_name,is_holiday_eve
20251121,2025-11-21,21,11,2025,4,5,5,Friday,November,47,1,0,,0
20251122,2025-11-22,22,11,2025,4,6,6,Saturday,November,47,1,0,,0
20251123,2025-11-23,23,11,2025,4,0,7,Sunday,November,47,0,0,,0
20251124,2025-11-24,24,11,2025,4,1,1,Monday,November,48,0,0,,0
20251125,2025-11-25,25,11,2025,4,2,2,Tuesday,November,48,0,0,,0
20251126,2025-11-26,26,11,2025,4,3,3,Wednesday,November,48,0,0,,0
20251127,2025-11-27,27,11,2025,4,4,4,Thursday,November,48,0,0,,0
20251128,2025-11-28,28,11,2025,4,5,5,Friday,November,48,1,0,,0
20251129,2025-11-29,29,11,2025,4,6,6,Saturday,November,48,1,0,,0
20251130,2025-11-30,30,11,2025,4,0,7,Sunday,November,48,0,0,,0
20251201,2025-12-01,1,12,2025,4,1,1,Monday,December,49,0,0,,0
20251202,2025-12-02,2,12,2025,4,2,2,Tuesday,December,49,0,0,,0
20251203,2025-12-03,3,12,2025,4,3,3,Wednesday,December,49,0,0,,0
20251204,2025-12-04,4,12,2025,4,4,4,Thursday,December,49,0,0,,0
20251205,2025-12-05,5,12,2025,4,5,5,Friday,December,49,1,0,,0
20251206,2025-12-06,6,12,2025,4,6,6,Saturday,December,49,1,0,,0
20251207,2025-12-07,7,12,2025,4,0,7,Sunday,December,49,0,0,,0
20251208,2025-12-08,8,12,2025,4,1,1,Monday,December,50,0,0,,0
20251209,2025-12-09,9,12,2025,4,2,2,Tuesday,December,50,0,0,,0
20251210,2025-12-10,10,12,2025,4,3,3,Wednesday,December,50,0,0,,0
20251211,2025-12-11,11,12,2025,4,4,4,Thursday,December,50,0,0,,0
20251212,2025-12-12,12,12,2025,4,5,5,Friday,December,50,1,0,,0
20251213,2025-12-13,13,12,2025,4,6,6,Saturday,December,50,1,0,,0
20251214,2025-12-14,14,12,2025,4,0,7,Sunday,December,50,0,0,,1
20251215,2025-12-15,15,12,2025,4,1,1,Monday,December,51,0,1,Hanukkah,0
20251216,2025-12-16,16,12,2025,4,2,2,Tuesday,December,51,0,0,,0
20251217,2025-12-17,17,12,2025,4,3,3,Wednesday,December,51,0,0,,0
20251218,2025-12-18,18,12,2025,4,4,4,Thursday,December,51,0,0,,0
20251219,2025-12-19,19,12,2025,4,5,5,Friday,December,51,1,0,,0
20251220,2025-12-20,20,12,2025,4,6,6,Saturday,December,51,1,0,,0
20251221,2025-12-21,21,12,2025,4,0,7,Sunday,December,51,0,0,,0
20251222,2025-12-22,22,12,2025,4,1,1,Monday,December,52,0,0,,0
20251223,2025-12-23,23,12,2025,4,2,2,Tuesday,December,52,0,0,,0
20251224,2025-12-24,24,12,2025,4,3,3,Wednesday,December,52,0,0,,0
20251225,2025-12-25,25,12,2025,4,4,4,Thursday,December,52,0,0,,0
20251226,2025-12-26,26,12,2025,4,5,5,Friday,December,52,1,0,,0
20251227,2025-12-27,27,12,2025,4,6,6,Saturday,December,52,1,0,,0
20251228,2025-12-28,28,12,2025,4,0,7,Sunday,December,52,0,0,,0
20251229,2025-12-29,29,12,2025,4,1,1,Monday,December,1,0,0,,0
20251230,2025-12-30,30,12,2025,4,2,2,Tuesday,December,1,0,0,,0
20251231,2025-12-31,31,12,2025,4,3,3,Wednesday,December,1,0,0,,0
