sales_date,date_key,store_key,store_name,city,district,store_type,units_sold,gross_revenue,discount_amount,net_revenue,total_cost,gross_margin,margin_pct,num_transactions,distinct_products,avg_basket_value
2025-02-12,20250212,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,977,12354.90,747.11,11607.79,8109.01,3498.78,30.14,271,26,42.83
2025-02-12,20250212,24,SuperChampion Afula,Afula,Northern,Supermarket,942,13069.20,794.66,12274.54,8789.93,3484.61,28.39,283,25,43.37
2025-02-13,20250213,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,298,4474.60,345.05,4129.55,2948.36,1181.19,28.60,101,19,40.89
2025-02-13,20250213,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1232,17961.50,1019.36,16942.14,12039.08,4903.06,28.94,346,31,48.97
2025-02-13,20250213,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2720,36056.00,2601.18,33454.82,23445.12,10009.70,29.92,723,26,46.27
2025-02-13,20250213,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,712,8998.40,671.81,8326.59,5821.77,2504.82,30.08,224,21,37.17
2025-02-13,20250213,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,977,12049.70,690.81,11358.89,7846.72,3512.17,30.92,288,24,39.44
2025-02-13,20250213,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1008,13655.20,864.74,12790.46,8908.17,3882.29,30.35,305,28,41.94
2025-02-13,20250213,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,3236,50352.00,2566.67,47785.33,33335.82,14449.51,30.24,903,36,52.92
2025-02-13,20250213,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1158,14561.40,948.23,13613.17,9628.16,3985.01,29.27,349,28,39.01
2025-02-13,20250213,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,896,13055.20,811.59,12243.61,8652.97,3590.64,29.33,286,23,42.81
2025-02-13,20250213,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2564,35152.60,2144.40,33008.20,23266.42,9741.78,29.51,632,25,52.23
2025-02-13,20250213,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1119,13130.70,599.95,12530.75,8774.04,3756.71,29.98,319,30,39.28
2025-02-13,20250213,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1199,15052.60,854.45,14198.15,10053.05,4145.10,29.19,336,27,42.26
2025-02-13,20250213,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1198,17016.20,1148.35,15867.85,11420.33,4447.52,28.03,370,33,42.89
2025-02-13,20250213,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1208,15770.20,865.26,14904.94,10608.43,4296.51,28.83,333,28,44.76
2025-02-13,20250213,15,SuperChampion Raanana,Raanana,Central,Supermarket,811,9121.70,346.56,8775.14,6123.47,2651.67,30.22,242,25,36.26
2025-02-13,20250213,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2073,29525.20,1799.74,27725.46,19574.16,8151.30,29.40,547,25,50.69
2025-02-13,20250213,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2246,26232.70,1281.93,24950.77,17681.58,7269.19,29.13,631,24,39.54
2025-02-13,20250213,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,778,12126.80,787.88,11338.92,8023.37,3315.55,29.24,248,23,45.72
2025-02-13,20250213,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2577,41245.10,2239.14,39005.96,27330.86,11675.10,29.93,692,32,56.37
2025-02-13,20250213,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2379,29759.10,1695.98,28063.12,19788.60,8274.52,29.49,655,27,42.84
2025-02-13,20250213,21,SuperChampion Eilat,Eilat,Southern,Supermarket,903,10888.90,514.69,10374.21,7007.21,3367.00,32.46,217,22,47.81
2025-02-13,20250213,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,911,14085.20,961.31,13123.89,9180.46,3943.43,30.05,254,25,51.67
2025-02-13,20250213,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1011,14917.10,832.52,14084.58,9867.81,4216.77,29.94,332,24,42.42
2025-02-13,20250213,24,SuperChampion Afula,Afula,Northern,Supermarket,1159,13532.10,1015.38,12516.72,9135.71,3381.01,27.01,321,29,38.99
2025-02-14,20250214,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,739,9996.90,565.56,9431.34,6579.28,2852.06,30.24,233,23,40.48
2025-02-14,20250214,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1869,20641.10,1220.17,19420.93,13843.61,5577.32,28.72,552,27,35.18
2025-02-14,20250214,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,3911,42435.20,2178.74,40256.46,28570.36,11686.10,29.03,1121,27,35.91
2025-02-14,20250214,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1955,24683.90,1331.47,23352.43,16370.57,6981.86,29.90,525,28,44.48
2025-02-14,20250214,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,2030,24765.80,1524.93,23240.87,16420.59,6820.28,29.35,563,27,41.28
2025-02-14,20250214,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,2185,24230.70,1266.42,22964.28,15882.96,7081.32,30.84,623,29,36.86
2025-02-14,20250214,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,4170,52361.50,3116.68,49244.82,34078.75,15166.07,30.80,1249,27,39.43
2025-02-14,20250214,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1829,22247.90,1373.27,20874.63,14525.33,6349.30,30.42,499,28,41.83
2025-02-14,20250214,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1412,23606.20,1391.59,22214.61,15730.48,6484.13,29.19,342,25,64.96
2025-02-14,20250214,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,4716,58221.50,3508.85,54712.65,38807.05,15905.60,29.07,1423,28,38.45
2025-02-14,20250214,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1988,28003.60,1547.97,26455.63,18377.17,8078.46,30.54,558,31,47.41
2025-02-14,20250214,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1516,25077.20,1443.15,23634.05,16519.44,7114.61,30.10,383,25,61.71
2025-02-14,20250214,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1563,21033.10,1368.39,19664.71,13677.39,5987.32,30.45,492,23,39.97
2025-02-14,20250214,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1880,24995.20,1413.25,23581.95,17062.37,6519.58,27.65,522,29,45.18
2025-02-14,20250214,15,SuperChampion Raanana,Raanana,Central,Supermarket,1885,25724.50,1793.20,23931.30,17105.01,6826.29,28.52,582,30,41.12
2025-02-14,20250214,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,4733,70177.60,3399.41,66778.19,46771.87,20006.32,29.96,1310,27,50.98
2025-02-14,20250214,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,4605,58883.80,3451.15,55432.65,39112.54,16320.11,29.44,1326,26,41.80
2025-02-14,20250214,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1364,13984.20,842.29,13141.91,9329.00,3812.91,29.01,338,19,38.88
2025-02-14,20250214,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,4797,61166.50,3517.67,57648.83,41056.36,16592.47,28.78,1321,29,43.64
2025-02-14,20250214,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,5222,74033.20,5256.66,68776.54,50245.50,18531.04,26.94,1458,32,47.17
2025-02-14,20250214,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1254,16149.50,869.22,15280.28,10799.25,4481.03,29.33,305,17,50.10
2025-02-14,20250214,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,2493,33521.40,1989.31,31532.09,22363.42,9168.67,29.08,691,33,45.63
2025-02-14,20250214,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1731,19619.80,1250.89,18368.91,13043.52,5325.39,28.99,492,25,37.34
2025-02-14,20250214,24,SuperChampion Afula,Afula,Northern,Supermarket,1698,22939.80,1510.71,21429.09,15159.66,6269.43,29.26,513,24,41.77
2025-02-15,20250215,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,183,2780.50,141.18,2639.32,1783.73,855.59,32.42,60,23,43.99
2025-02-15,20250215,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,411,5637.20,346.91,5290.29,3687.43,1602.86,30.30,137,24,38.62
2025-02-15,20250215,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,1125,12238.30,757.14,11481.16,8003.97,3477.19,30.29,272,24,42.21
2025-02-15,20250215,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,490,6909.70,353.50,6556.20,4528.24,2027.96,30.93,159,30,41.23
2025-02-15,20250215,21,SuperChampion Eilat,Eilat,Southern,Supermarket,514,7374.10,508.31,6865.79,4947.16,1918.63,27.94,155,27,44.30
2025-02-15,20250215,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,602,7301.60,455.95,6845.65,4823.06,2022.59,29.55,182,30,37.61
2025-02-16,20250216,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,541,8264.80,474.86,7789.94,5567.13,2222.81,28.53,160,24,48.69
2025-02-16,20250216,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1624,21023.40,1433.91,19589.49,13623.44,5966.05,30.46,418,37,46.86
2025-02-16,20250216,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2806,45496.80,3144.92,42351.88,29807.92,12543.96,29.62,768,32,55.15
2025-02-16,20250216,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1168,15707.80,864.52,14843.28,10397.14,4446.14,29.95,316,23,46.97
2025-02-16,20250216,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1491,19538.20,1126.43,18411.77,12783.45,5628.32,30.57,386,35,47.70
2025-02-16,20250216,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1275,16381.00,919.55,15461.45,10961.04,4500.41,29.11,352,27,43.92
2025-02-16,20250216,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,3223,41618.80,2439.21,39179.59,27161.97,12017.62,30.67,863,29,45.40
2025-02-16,20250216,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1195,18264.50,868.56,17395.94,11929.02,5466.92,31.43,330,21,52.71
2025-02-16,20250216,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1023,12787.10,882.03,11905.07,8370.85,3534.22,29.69,281,22,42.37
2025-02-16,20250216,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,3581,38498.90,2244.70,36254.20,25813.26,10440.94,28.80,1158,30,31.31
2025-02-16,20250216,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1608,20629.80,1299.84,19329.96,13905.93,5424.03,28.06,495,29,39.05
2025-02-16,20250216,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1112,16282.20,828.43,15453.77,10561.25,4892.52,31.66,305,26,50.67
2025-02-16,20250216,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1508,22528.70,1347.85,21180.85,14904.12,6276.73,29.63,424,32,49.95
2025-02-16,20250216,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1099,15448.70,1021.42,14427.28,10088.51,4338.77,30.07,360,26,40.08
2025-02-16,20250216,15,SuperChampion Raanana,Raanana,Central,Supermarket,1488,20480.30,1137.23,19343.07,13192.17,6150.90,31.80,379,30,51.04
2025-02-16,20250216,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2589,35158.10,2045.65,33112.45,23292.24,9820.21,29.66,703,25,47.10
2025-02-16,20250216,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,3178,44945.00,3267.54,41677.46,29696.76,11980.70,28.75,894,30,46.62
2025-02-16,20250216,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1132,15092.60,883.94,14208.66,10191.35,4017.31,28.27,324,25,43.85
2025-02-16,20250216,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2816,36311.40,2980.38,33331.02,23881.38,9449.64,28.35,842,23,39.59
2025-02-16,20250216,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2408,30416.40,1839.25,28577.15,19712.53,8864.62,31.02,658,25,43.43
2025-02-16,20250216,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1200,17575.20,926.91,16648.29,11814.41,4833.88,29.04,361,30,46.12
2025-02-16,20250216,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,812,11373.20,795.01,10578.19,8009.95,2568.24,24.28,232,19,45.60
2025-02-16,20250216,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1719,22779.60,1340.08,21439.52,14999.81,6439.71,30.04,519,35,41.31
2025-02-16,20250216,24,SuperChampion Afula,Afula,Northern,Supermarket,1380,18892.40,1004.92,17887.48,12616.09,5271.39,29.47,402,30,44.50
2025-02-17,20250217,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,482,6507.60,365.92,6141.68,4252.24,1889.44,30.76,133,25,46.18
2025-02-17,20250217,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1428,19340.90,1267.71,18073.19,12754.37,5318.82,29.43,431,31,41.93
2025-02-17,20250217,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2401,35131.40,1491.99,33639.41,23107.91,10531.50,31.31,734,29,45.83
2025-02-17,20250217,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1255,15235.90,889.53,14346.37,10244.54,4101.83,28.59,352,28,40.76
2025-02-17,20250217,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1398,18662.20,1017.09,17645.11,12605.97,5039.14,28.56,433,31,40.75
2025-02-17,20250217,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,926,10275.00,661.42,9613.58,6860.61,2752.97,28.64,258,25,37.26
2025-02-17,20250217,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,3152,38409.60,2205.75,36203.85,25598.69,10605.16,29.29,882,33,41.05
2025-02-17,20250217,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1288,14854.40,775.01,14079.39,9882.17,4197.22,29.81,330,31,42.66
2025-02-17,20250217,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1046,14571.80,960.60,13611.20,9611.98,3999.22,29.38,307,28,44.34
2025-02-17,20250217,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,1960,25752.60,1895.87,23856.73,17248.11,6608.62,27.70,601,20,39.70
2025-02-17,20250217,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1050,14694.90,1157.93,13536.97,9726.37,3810.60,28.15,291,26,46.52
2025-02-17,20250217,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1108,16623.80,955.75,15668.05,11168.50,4499.55,28.72,275,31,56.97
2025-02-17,20250217,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,712,8835.70,552.41,8283.29,5886.13,2397.16,28.94,222,21,37.31
2025-02-17,20250217,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1139,18318.10,1179.46,17138.64,12133.42,5005.22,29.20,353,27,48.55
2025-02-17,20250217,15,SuperChampion Raanana,Raanana,Central,Supermarket,1181,16566.10,1125.30,15440.80,10824.72,4616.08,29.90,373,31,41.40
2025-02-17,20250217,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2779,33900.20,1768.67,32131.53,22528.08,9603.45,29.89,684,29,46.98
2025-02-17,20250217,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2494,31346.90,1907.59,29439.31,20587.57,8851.74,30.07,697,24,42.24
2025-02-17,20250217,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1060,14850.80,846.73,14004.07,9845.34,4158.73,29.70,325,29,43.09
2025-02-17,20250217,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2801,32911.10,2133.96,30777.14,21672.61,9104.53,29.58,699,29,44.03
2025-02-17,20250217,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2204,27288.80,1746.19,25542.61,18579.65,6962.96,27.26,571,26,44.73
2025-02-17,20250217,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1158,12444.30,626.52,11817.78,8259.22,3558.56,30.11,307,27,38.49
2025-02-17,20250217,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1253,16557.30,1264.27,15293.03,10895.26,4397.77,28.76,385,30,39.72
2025-02-17,20250217,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1044,12915.90,976.66,11939.24,8564.41,3374.83,28.27,308,26,38.76
2025-02-17,20250217,24,SuperChampion Afula,Afula,Northern,Supermarket,1269,18768.70,1133.09,17635.61,12164.30,5471.31,31.02,319,31,55.28
2025-02-18,20250218,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,415,5203.90,410.97,4792.93,3496.60,1296.33,27.05,129,22,37.15
2025-02-18,20250218,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,864,11190.70,614.78,10575.92,7393.90,3182.02,30.09,247,26,42.82
2025-02-18,20250218,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2450,35808.40,2294.03,33514.37,23384.19,10130.18,30.23,569,26,58.90
2025-02-18,20250218,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1053,14960.90,957.57,14003.33,9956.87,4046.46,28.90,303,28,46.22
2025-02-18,20250218,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1256,15969.90,982.00,14987.90,10733.98,4253.92,28.38,349,27,42.95
2025-02-18,20250218,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1279,17366.60,1234.11,16132.49,11890.57,4241.92,26.29,347,29,46.49
2025-02-18,20250218,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,3572,42529.30,2714.40,39814.90,28109.24,11705.66,29.40,1079,35,36.90
2025-02-18,20250218,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1357,19981.80,1186.56,18795.24,13353.35,5441.89,28.95,358,31,52.50
2025-02-18,20250218,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,937,12169.90,740.01,11429.89,7989.62,3440.27,30.10,291,23,39.28
2025-02-18,20250218,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2343,28809.20,2087.73,26721.47,18832.20,7889.27,29.52,670,24,39.88
2025-02-18,20250218,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1117,14571.50,918.74,13652.76,9579.70,4073.06,29.83,338,26,40.39
2025-02-18,20250218,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,993,13320.10,804.41,12515.69,8916.59,3599.10,28.76,287,26,43.61
2025-02-18,20250218,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1202,14735.30,910.66,13824.64,9643.51,4181.13,30.24,331,29,41.77
2025-02-18,20250218,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,936,13110.60,797.83,12312.77,8526.07,3786.70,30.75,270,28,45.60
2025-02-18,20250218,15,SuperChampion Raanana,Raanana,Central,Supermarket,1099,14050.40,816.29,13234.11,9257.39,3976.72,30.05,338,31,39.15
2025-02-18,20250218,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,1626,26556.50,1042.47,25514.03,17704.62,7809.41,30.61,521,19,48.97
2025-02-18,20250218,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2112,30076.20,1935.72,28140.48,19899.42,8241.06,29.29,524,23,53.70
2025-02-18,20250218,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1116,12893.90,837.71,12056.19,8568.16,3488.03,28.93,325,29,37.10
2025-02-18,20250218,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2935,35276.20,2165.19,33111.01,23346.67,9764.34,29.49,770,28,43.00
2025-02-18,20250218,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2417,34119.80,2588.01,31531.79,22615.47,8916.32,28.28,622,28,50.69
2025-02-18,20250218,21,SuperChampion Eilat,Eilat,Southern,Supermarket,902,13938.20,703.80,13234.40,9082.53,4151.87,31.37,233,22,56.80
2025-02-18,20250218,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1217,16500.90,1142.87,15358.03,10819.36,4538.67,29.55,422,29,36.39
2025-02-18,20250218,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1078,14702.90,776.07,13926.83,9675.99,4250.84,30.52,291,30,47.86
2025-02-18,20250218,24,SuperChampion Afula,Afula,Northern,Supermarket,1013,14735.70,852.24,13883.46,9823.34,4060.12,29.24,293,25,47.38
2025-02-19,20250219,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,404,5443.40,302.73,5140.67,3603.04,1537.63,29.91,125,24,41.13
2025-02-19,20250219,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1154,16830.20,987.66,15842.54,11142.67,4699.87,29.67,348,32,45.52
2025-02-19,20250219,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2607,32701.30,2322.41,30378.89,21653.88,8725.01,28.72,758,30,40.08
2025-02-19,20250219,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1364,15228.80,979.39,14249.41,10076.54,4172.87,29.28,387,31,36.82
2025-02-19,20250219,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1094,12701.60,636.69,12064.91,8384.72,3680.19,30.50,333,30,36.23
2025-02-19,20250219,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1196,16168.80,971.83,15196.97,10853.92,4343.05,28.58,379,29,40.10
2025-02-19,20250219,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2977,36277.70,1483.03,34794.67,24094.33,10700.34,30.75,879,28,39.58
2025-02-19,20250219,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1039,11768.70,784.43,10984.27,7872.39,3111.88,28.33,310,27,35.43
2025-02-19,20250219,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1029,12379.80,837.43,11542.37,8219.88,3322.49,28.79,323,26,35.73
2025-02-19,20250219,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,1974,32505.20,1670.78,30834.42,21421.04,9413.38,30.53,524,25,58.84
2025-02-19,20250219,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1103,15830.60,916.50,14914.10,10597.11,4316.99,28.95,330,30,45.19
2025-02-19,20250219,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1285,18733.00,1309.12,17423.88,12555.34,4868.54,27.94,372,32,46.84
2025-02-19,20250219,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1004,13163.80,960.57,12203.23,8796.19,3407.04,27.92,326,25,37.43
2025-02-19,20250219,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1140,13523.60,774.21,12749.39,8840.42,3908.97,30.66,323,27,39.47
2025-02-19,20250219,15,SuperChampion Raanana,Raanana,Central,Supermarket,859,13338.30,833.04,12505.26,8916.91,3588.35,28.69,295,22,42.39
2025-02-19,20250219,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2480,30020.80,2263.45,27757.35,20153.45,7603.90,27.39,720,27,38.55
2025-02-19,20250219,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2157,25556.20,1413.05,24143.15,16908.34,7234.81,29.97,587,26,41.13
2025-02-19,20250219,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,785,10572.30,763.70,9808.60,7140.76,2667.84,27.20,197,19,49.79
2025-02-19,20250219,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2956,37078.00,2289.92,34788.08,24028.25,10759.83,30.93,752,31,46.26
2025-02-19,20250219,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2546,26981.20,1546.17,25435.03,18406.66,7028.37,27.63,701,30,36.28
2025-02-19,20250219,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1107,15239.10,931.73,14307.37,9893.06,4414.31,30.85,344,26,41.59
2025-02-19,20250219,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1076,12156.60,651.11,11505.49,7959.25,3546.24,30.82,291,25,39.54
2025-02-19,20250219,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1462,19724.30,1160.50,18563.80,13027.09,5536.71,29.83,401,33,46.29
2025-02-19,20250219,24,SuperChampion Afula,Afula,Northern,Supermarket,864,9325.80,514.98,8810.82,6065.86,2744.96,31.15,213,21,41.37
2025-02-20,20250220,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,508,7722.60,571.52,7151.08,5046.30,2104.78,29.43,151,29,47.36
2025-02-20,20250220,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1225,15408.90,962.63,14446.27,10276.15,4170.12,28.87,283,25,51.05
2025-02-20,20250220,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,3167,37281.10,2205.55,35075.55,24884.56,10190.99,29.05,806,29,43.52
2025-02-20,20250220,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1202,14729.40,1010.18,13719.22,9874.06,3845.16,28.03,324,30,42.34
2025-02-20,20250220,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1178,13877.00,901.12,12975.88,9194.16,3781.72,29.14,336,25,38.62
2025-02-20,20250220,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1375,15363.30,984.25,14379.05,10213.88,4165.17,28.97,406,31,35.42
2025-02-20,20250220,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2473,35114.80,1806.94,33307.86,23400.90,9906.96,29.74,705,28,47.25
2025-02-20,20250220,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,855,11204.90,524.51,10680.39,7580.59,3099.80,29.02,227,23,47.05
2025-02-20,20250220,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1028,12579.20,889.74,11689.46,8425.54,3263.92,27.92,271,26,43.13
2025-02-20,20250220,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2731,42664.70,3072.64,39592.06,27500.06,12092.00,30.54,737,31,53.72
2025-02-20,20250220,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1150,15940.20,1027.54,14912.66,10450.35,4462.31,29.92,331,29,45.05
2025-02-20,20250220,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,952,14102.40,793.39,13309.01,9030.83,4278.18,32.14,255,25,52.19
2025-02-20,20250220,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,715,9735.30,641.21,9094.09,6304.93,2789.16,30.67,195,21,46.64
2025-02-20,20250220,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1403,16483.10,869.04,15614.06,11061.31,4552.75,29.16,389,33,40.14
2025-02-20,20250220,15,SuperChampion Raanana,Raanana,Central,Supermarket,914,9511.80,621.34,8890.46,6387.79,2502.67,28.15,268,24,33.17
2025-02-20,20250220,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2692,34347.80,1848.43,32499.37,22055.68,10443.69,32.14,750,28,43.33
